token1	token2	weight
ūnasa	boldy	9
ūnasa	laik	6
erkejan	erkejan	5
qoğam	men	2
qoğam	qairatkerı	7
qoğamdyq	jäne	7
joldan	alyp	9
joldan	tastap	7
körınedı	eken	6
jabylyp	qaldy	2
bolat	dep	5
bolat	eken	8
bolatyn	edı	9
jıberetın	edım	9
keles	apta	5
keles	jyly	7
keles	audany	9
kelesı	apta	8
dauys	berıp	10
tiımdı	täsılmen	10
qoisai	boldy	8
män	berme	3
mänı	men	8
mänı	bar	8
mänı	joq	7
banu	banu	9
syrtta	jür	6
syrtta	jürgen	6
tūramyn	ğoi	5
qūdaiğa	şükır	3
jazad	dep	1
bau	berık	3
bauy	berık	1
bauyr	basyp	1
bauyrlar	qalaisyñdar	4
jön	eken	7
jön	bolar	4
jöndep	jatyr	8
ūiqyñ	tynyş	1
bırnärse	aitaiyn	9
bırnärse	sūraiyn	8
juu	kerek	9
jyldar	boiy	1
jyldar	aralyğynda	5
jatsyñ	dar	6
ärkım	özı	9
bızben	bırge	5
tūryñyz	tättı	3
bosağan	kezde	3
bosağan	soñ	4
bosağanda	zvanda	5
bosağanda	habarlas	8
degenıñ	qaida	6
degenıñ	qalai	4
bılgen	soñ	5
bılgen	joqpyn	8
künderıñ	köp	8
künderıñ	qūtty	9
künderıñ	sättı	6
ketseñ	ket	7
tabys	tabuğa	5
tabys	tıleimın	10
tabysty	bol	9
tabysty	bolyñyz	8
jeñıs	künı	5
jeñıs	künımen	7
jeñıs	künıne	10
qaitar	dep	9
tanymadym	ğoi	3
bırazdan	keiın	7
bırazdan	soñ	6
berdı	dep	4
berdıñ	ğoi	10
ısıp	tūr	3
ısıp	ketken	7
ısıp	kettı	8
ısıp	ketıptı	8
ketem	dep	9
ketemız	dep	6
ketemız	ğoi	5
ūiyqtaiyn	dep	6
respublikasy	bılım	1
respublikasy	prezidentınıñ	8
respublikasynyñ	tūñğyş	5
respublikasynyñ	prezidentı	7
dastarhan	basynda	8
dastarhan	jasap	8
dastarhan	jaiyp	5
siiaqty	ğoi	8
siiaqtymyn	ğoi	8
äiel	adam	1
äiel	baqytyn	10
äielı	bar	7
körgen	adamğa	4
gta	san	6
arty	jaqsy	1
arty	qaiyrly	7
tağyp	jür	4
jūp	bolyp	3
olimpiadağa	qatysatyn	5
olimpiadağa	qatysyp	8
bırı	bolyp	7
bırımızdı	jaqsy	6
qalağan	maman	2
qalağan	uaqytta	9
qalağan	oquyna	9
saluğa	bolmaidy	9
saluğa	bolady	9
kelseñ	jaqsy	4
kelseñ	boldy	8
üirenu	kerek	6
barlyğyna	sälem	3
taksige	salyp	5
kırsem	osylai	4
kırsem	bolama	6
astyna	jazyp	5
astyna	tüsıp	9
astynan	kır	8
şyqpai	jatyr	1
şyqpai	tūr	7
şyqpai	qaldy	8
şyqpaidy	eken	10
şyqpaidy	ğoi	7
ras	aitam	5
rasional	sandardy	7
rasional	sandy	3
jürse	de	9
qūrbym	menıñ	3
jan	jan	6
aldyñyz	qūttyqtaimyn	10
zatty	alyp	8
zattyñ	tyğyzdyğy	5
körınbei	tūr	8
körınbei	kettıñ	5
mūğalım	men	7
mūğalımder	künı	8
paiyz	jaqsy	2
qolğa	alyp	1
bölıgı	bolyp	5
jetpeidı	eken	6
jetpeidı	ğoi	5
berer	em	5
berer	edım	8
oiyndar	bar	4
doljny	byli	4
şauyp	jür	7
şauyp	jüre	6
qūry	bar	7
erıgıp	jürgen	2
küngı	dūğa	3
küngı	tılegen	9
küngı	sabaqty	9
davlenie	tüsıp	9
davlenie	köterılıp	5
qolda	bar	4
qoldan	kelgenşe	2
qoldan	jasalğan	6
qoldan	kelse	8
közden	aman	9
közden	saqtasyn	7
külkı	ketpesın	4
külkılı	emes	2
qoisam	bolama	2
aiu	otyr	3
aiu	aiu	8
kömır	salyp	6
kelsem	bolama	8
halqynyñ	bırlıgı	2
halqynyñ	ūlttyq	8
ısteu	kerek	9
ısteuge	bolady	2
kezek	kezek	3
qaza	bolsyn	1
qaza	qaiyrly	5
qazaq	qazaq	5
qazaq	tılı	5
qazaqstan	respublikasynyñ	9
qazaqstandağy	eñ	9
qazaqstandağy	ūlttyq	8
jıberıptı	ğoi	7
baq	bereke	1
baq	bersın	5
baqylau	jūmysy	6
jauapty	tauyp	7
jauapty	körsetıñız	9
küt	dep	5
küt	menı	8
küte	tūr	7
kütem	dep	4
kütem	ğoi	8
jerınde	tūrasyñ	7
aily	tün	5
tapsyrmalaryn	oryndaimyz	2
tapsyrmalaryn	oryndap	8
pıkır	qaldyru	4
auyrmai	aman	3
auyrmai	syrqamai	7
solardy	alyp	5
solardy	kütıp	8
solardyñ	qyzyğyn	7
solardyñ	ışınde	7
qūru	kerek	8
qūru	jäne	6
qūru	üşın	7
bosanyp	al	7
tamaq	ışıp	5
tamaqqa	şaqyryp	6
tamaqqa	toiyp	5
tyşqan	ūmytyp	6
atap	aitqanda	2
aptada	bır	7
aptadan	bastap	5
aptadan	keiın	7
aptadan	soñ	7
motivasiia	berıp	9
videolar	bar	5
videolar	bolsa	5
böten	adam	6
maqal	mätel	5
maqal	mätelder	5
küi	joq	7
küi	qalai	6
küieu	bala	4
küieuı	bar	5
küieuım	bar	4
oilağan	edım	3
oilağan	arman	9
oilağan	joqpyn	7
oilağan	armanyña	7
körmedım	ğoi	9
atymdy	jazyp	1
voleibol	oinap	4
tıl	közden	4
tılı	men	6
tılın	üirenu	9
sözın	söilep	7
sözıne	jauap	7
sözıne	män	9
küiı	joq	6
küiı	jaqsy	6
alğys	aitamyn	6
alğys	künı	10
alğys	aitu	9
myñnan	asa	8
myñnan	astam	9
barysyn	tüsındırıp	5
söilei	almai	1
jazba	dep	5
jazbaş	mağan	8
jazbaşa	bölu	3
şyğarğan	kezde	8
şyğarğan	joqpyn	6
balam	bar	7
balama	tılek	8
gu	guşi	6
gu	äuletınıñ	7
gugl	dan	3
gugldan	ızdep	7
qasietterı	men	4
qasietterı	boiynşa	6
qasietterı	bar	8
joqpyz	ğoi	8
ejelgı	adamdar	2
ejelgı	grek	8
bomai	tūr	9
tanityn	adam	4
oiyñ	bar	3
oiyñ	barma	9
oiyñ	jaman	9
aksiia	bolyp	9
qaşanğa	deiın	5
mekteptı	oryndap	3
jegım	kelıp	7
jegım	kep	4
videl	on	5
videl	kak	8
körsetu	kerek	5
körsetu	üşın	5
jüzı	tarihy	6
jüzıñnen	külkı	3
ülgı	boiynşa	1
ülgı	tūtar	8
ülgı	retınde	8
qatysa	almai	9
qatysa	almaimyn	9
qatysady	dep	9
köbeiıp	jatyr	8
köbeiıp	kettı	8
jasaiyn	dep	4
özımen	özı	2
besık	jyry	3
besık	jyryn	5
besık	toiğa	9
şağy	bolsyn	9
şağyn	jäne	1
syndyryp	aldym	6
qoldanu	kerek	4
qoldanu	arqyly	5
üilen	dep	6
üilenıp	jatyr	1
timesın	dep	3
timesın	tfai	8
tabiğat	pen	5
oiyndy	oinap	7
esıñ	dūrys	3
esıñe	tüsıp	2
bolaşaq	jarym	8
kırıñder	dep	7
oqymai	jatyr	5
artqa	qaita	5
bügınge	deiın	3
bügınge	soñğy	7
baruym	kerek	7
drug	druga	2
drug	drugu	4
druga	budem	8
künderıñız	qūtty	4
künderıñız	sättı	9
özgerıs	bar	4
özgerıs	barma	7
özgerıs	joq	9
bıldım	ğoi	7
qorşağan	ortany	1
qorşağan	ortanyñ	8
qorşağan	ortağa	4
krome	menia	7
bile	bile	2
bile	madam	9
ketsen	ket	3
dannyi	moment	2
kölemı	men	1
jylama	janym	6
kıretın	kezde	3
äskeri	kommunizm	5
bılım	beru	5
ülgermei	jatyrmyn	9
bauyrlarym	aman	3
būrynnan	bar	6
būrynnan	berı	6
alğym	kelıp	7
alğym	kep	7
alğym	keledı	7
jürdı	ğoi	9
jürdım	ğoi	2
bersek	bolady	1
bersek	bolama	4
qatyspai	jür	8
qatyspai	otyr	9
kelemın	dep	9
kelemın	deidı	6
şyğypty	ğoi	8
jazbai	aq	2
jazbaisyñ	ğoi	9
şymkent	özıñ	3
şymkent	özıñız	9
körmegen	adam	9
körmegen	soñ	6
mūz	bop	3
mūz	bolyp	8
kolm	bos	6
sızder	de	3
sızder	üşın	9
sızderdı	jaqsy	10
sızderdı	bügıngı	6
qajymas	qairat	9
jürma	dep	1
sızdı	jaqsy	8
sızdı	qatty	6
sızdıkı	de	9
sızdıkı	dūrys	7
jazasyn	bersın	4
kempır	şal	2
atasy	men	4
atasy	qaitys	4
aral	audany	7
aral	teñızı	7
aral	teñızınıñ	6
aralyğynda	aqşa	6
barsaq	qalai	7
qaraidy	dep	6
qaraidy	eken	9
qaraidy	ğoi	7
kıtapta	bar	6
kıtapta	joq	5
kıtaptan	tapsyrma	6
kıtaptan	oqyp	6
üzdık	oquşy	7
oqimyn	dep	2
sabağyñ	qalai	3
sabağyñdy	oqy	3
sabağyñdy	jaqsy	7
qolmen	jazyp	5
qolmen	ūstap	6
qabyl	bolsyn	5
qabyldap	jatyr	3
dünienıñ	baqytyn	5
ūnatyp	jürgen	2
ereje	boiynşa	2
ereje	jattau	8
ümıt	bar	3
ümıt	berıp	8
ümıtın	aqta	9
ümıtın	aqtap	5
tüsı	bar	5
tüsı	qandai	8
tüsınık	aitu	5
bailyq	densaulyq	5
bailyq	tıleimın	7
esımnen	şyğyp	4
jazsa	da	1
jazsan	jıberşı	7
qolynan	bärı	2
qolynan	ūstap	8
anyqtau	jäne	8
anyqtau	üşın	9
kompaniia	müşesı	4
kompaniia	jaily	3
būğan	deiın	8
qolym	bos	4
qolym	timei	7
qolymnan	kelmeidı	9
qolymnan	kelgenşe	9
ertegı	emes	7
ertegı	aityp	4
aitqym	kelıp	7
mını	osy	9
mını	menıñ	7
mını	apai	9
mınıp	alyp	9
juynyp	alaiyn	4
qoryqpa	men	2
aptasyna	bır	3
aptasyna	ekı	7
aptasyna	ret	8
sabağym	bar	8
lendke	kırıp	3
ball	alyp	3
ballar	qalai	10
sabağyna	tegın	2
sabağyna	qatysyp	6
sabağyna	daiynmyn	9
fon	dlia	8
qoldau	körsetıp	1
bettı	aşamyz	4
bettı	tüsırıp	7
taison	men	7
auzyn	jauyp	1
auzyn	berık	7
auzyn	aşyp	5
auzyna	kelgenın	9
auzyna	kelgendı	5
auzyna	ie	9
qosyla	almai	8
qosyla	bersın	7
qatysu	kerek	3
qatysu	üşın	5
berema	dep	7
ketım	men	6
şyğara	almai	5
şyğarady	eken	6
köktem	kelıp	5
köktem	merekesı	10
sot	oryndauşy	8
sotkam	öşıp	7
tauyq	mahabbat	6
berseñ	bolady	4
berseñ	boldy	7
berseñız	bolady	7
äser	etedı	3
äser	etetın	8
äserı	bar	9
kalynyz	qalai	4
baqyt	tıleimın	1
baqytty	bol	6
baqytty	bolyñdar	6
baqyttyñ	bazarynda	10
tömende	berılgen	1
tömende	körsetılgen	3
tömendegı	sözderdıñ	7
tömendegı	sıltemenı	8
suretter	bar	8
suretter	barma	8
suretterdı	öñdeu	8
suretterdı	jıberşı	6
oilama	oilama	5
tüsetın	edı	2
saldy	dep	1
saldy	ğoi	6
saldyñ	ğoi	5
aittyn	ğoi	4
kımen	söilesıp	3
kımen	sölesıp	3
tanymaityn	adam	7
tanymaityn	adamğa	6
jettım	dep	9
jettım	üige	7
jalko	emes	4
baiy	bar	1
baiym	bar	2
aspan	aily	3
aspan	jūldyz	6
jerım	bolsa	9
jerım	joq	6
jerım	auyryp	9
jatqanym	joq	9
jatqanym	ğoi	8
adamdarmen	tez	3
kırmi	jatyr	3
kırmi	tūr	3
jazğa	deiın	6
jazğam	ğoi	1
būzylyp	qaldy	2
būzylyp	kettı	7
kofta	men	9
ğasyrdyñ	basynda	6
mañyzy	bar	8
mañyzy	zor	7
körsın	dep	7
qūrdastar	qalaisyñdar	3
qaldy	ğoi	8
qaldyñ	au	8
qaldyñ	ğoi	9
qaldyñyz	ğoi	5
kezder	ai	2
eşkımnıñ	sözıne	4
şyğarmyz	dep	9
jasar	qyz	1
jasar	bala	7
mynadan	keiın	6
kaspi	gold	2
kaspige	aqşa	5
kaspige	salyp	4
esıñde	bolsyn	4
nazar	audar	3
nazarynda	bol	8
nazarynda	jüre	8
nazarynda	baqyttyñ	9
ūrlap	kettı	5
jolyñ	bolsyn	7
jolyñyz	bolsyn	2
nätije	sabaq	1
nätijesınde	paida	3
almağan	soñ	2
der	eken	3
der	kezınde	9
derme	oquşylar	8
baldardyñ	bärı	8
basqaru	jüiesı	4
zvanda	men	8
zvanda	dep	9
zvandai	ber	4
zvandai	almai	9
zvandaim	dep	8
zvandaim	janym	6
zvandaimyn	dep	7
käsıbi	sözder	1
käsıbi	sözderdı	5
qazyna	barsyn	6
köke	men	1
kettı	ğoi	8
kettım	ğoi	6
kettıma	dep	5
tabuğa	bolady	6
tabuğa	şaqyramyn	4
joldary	bar	9
joldary	bolsyn	8
joldaryñ	bolsyn	5
qoldap	jürsın	1
dausym	şyqpai	2
dausym	estılıp	8
dausym	jaman	7
qorğau	kerek	7
qorğau	jäne	9
qorğau	üşın	9
şyğuğa	bolmaidy	7
şyğuğa	bolady	7
qatysqan	oquşylar	5
qatysqan	joq	5
qatysqan	oquşylarğa	8
şar	dep	9
şarua	bar	4
şaruam	bar	8
şaruam	joq	6
basa	ber	3
basa	almai	8
basam	dep	9
balaly	ana	3
balaly	analar	9
tüsır	dep	8
tüsıre	almai	1
qūp	bolady	3
qūpiia	söz	1
qūpiia	bolmasa	5
ötkızu	kerek	7
ötkızu	üşın	4
ösken	soñ	6
ösken	saiyn	6
quady	eken	5
quady	ekensıñ	3
alsaq	bolady	7
salon	krasoty	5
eken	dep	1
eken	ğoi	9
ekenı	belgılı	10
ekenı	körınıp	7
kelıp	tūr	6
kelıptı	ğoi	10
ömırde	bar	1
ömırde	bärı	10
ömırden	tüñılıp	10
qyzdarda	bar	3
qyzdardan	kım	1
qyzdardan	sūrap	7
bılemız	ğoi	3
zvonok	pen	4
jağdaiyn	qalai	1
jağdaiyn	jasap	8
jağdaiyn	sūrap	8
bügınnen	bastap	7
bügınnen	qaldyrmai	3
oinaiyq	dep	9
otyrsyz	ğoi	3
aqyryn	aqyryn	5
aqyryndap	jürıp	4
şyğaiyq	dep	2
qarny	aşyp	1
qarnym	aşty	4
qarnym	aşyp	9
kazah	ili	3
äñgıme	ait	8
äñgıme	aitsai	7
äñgımenı	jıberıp	10
aptağa	deiın	3
bolsañdar	boldy	1
adammyn	ğoi	1
aralas	sandardy	3
aralaspa	dep	4
aralaspai	aq	1
mädeni	mūra	3
artymnan	adam	5
artymnan	ergen	6
bazar	joq	6
bazarynda	bol	2
bazarynda	allanyñ	9
bazarynda	jüre	5
dın	dep	6
bastau	kerek	5
aptanyñ	ışınde	4
kot	kot	8
ketemın	dep	1
degennen	keiın	2
degennen	basqa	4
ömırı	men	7
ömırı	ūzaq	5
ömırıñ	mändı	6
ömırıñ	ūzaq	8
bızdın	üige	3
ıstese	bolady	3
ıstesem	eken	4
ıstesem	bolady	7
jıberseñız	bolady	5
jıberseñız	jaqsy	6
jıberseñız	boldy	7
qoimaidy	eken	7
qoimaidy	ekensıñ	7
qoimaidy	ğoi	7
ağai	men	5
aitpaidy	ğoi	9
basyña	bas	3
basyña	amandyq	6
kılt	bar	8
kılt	qaida	8
kılt	joq	9
target	reklama	8
ketırıp	tasta	4
ketırıp	tastadym	6
aitqanyn	kelsın	5
alaş	orda	4
alaş	partiiasynyñ	7
būny	qalai	8
būnyñ	bärı	9
būnyñ	bärın	5
erınıp	jatyrmyn	7
erınıp	otyrmyn	5
erteñnen	bastap	5
künım	künım	1
künım	aiym	6
künımen	qūttyqtap	10
künımen	qūttyqtaimyz	9
künımen	qūttyqtaimyn	9
tūrsa	da	6
tūrsa	boldy	5
taratyp	kristall	7
bosap	jatyr	4
bosap	jatsa	8
tüsımde	senı	7
tüsımde	kördım	6
betınen	süiıp	5
betınen	süidım	4
qatysatyn	oquşylar	8
tas	jürek	5
tasta	men	8
tasta	dep	9
tastai	batyp	5
tastaiyn	dep	5
tüske	deiın	2
tüsken	mälımetke	2
küiıp	kettı	10
aitpaimyn	ğoi	7
jazğan	joqpyn	3
bağalau	kerek	9
komissiia	kelıp	6
komissiia	keledı	6
goldta	aqşa	4
goldta	joq	4
üşeumız	ğana	9
qūrylysy	men	5
estıgen	joqpyn	2
tamaqtan	keiın	5
tamaqtanyp	otyrmyn	3
barasyñ	dep	7
barasyñ	dar	9
jazbaidy	ğoi	9
jastyq	şaq	4
jastyq	şaqty	4
jastyqta	qartaiyp	6
jastyqta	qartaiyñdar	7
täuır	boldyñ	6
täuır	bop	8
täuır	bolyp	9
bızge	de	7
bızgede	jūğysty	10
esten	şyğyp	2
esten	ketpes	4
jürsıñ	ğoi	8
qaitamyz	dep	10
asyğys	emes	2
asyğys	joq	8
asyğys	şeşım	6
sälden	keiın	9
sälden	soñ	7
tüskı	as	3
tüskı	asqa	4
türık	tılı	9
türık	tılın	7
türık	qağanaty	9
türım	jaman	8
bılesıñ	ğoi	3
algebra	dan	3
kartoşka	tüsıp	10
kartoşka	piiaz	1
şarşağan	şyğarsyñ	5
şarşağan	joqsyñ	5
kiımder	balalar	7
kiımder	vitaminder	5
ūly	künı	6
ūly	ämırşı	10
ūly	jeñıs	7
ūlym	bar	10
mänerlep	oqyp	1
qarama	qarsy	4
jetkıze	almai	1
jetkıze	almaimyn	4
jūmystar	bar	7
jūmystar	şyğyp	5
jūmystar	qalai	7
aittym	ğoi	9
aittymğo	sağan	5
otyrma	dep	2
ışe	ber	6
ışe	almai	7
ışe	berıñder	7
aza	men	9
azan	da	7
azan	şaqyryp	7
azannan	berı	4
azannan	keşke	5
maik	taison	5
şara	joq	1
qoia	ber	2
bolad	dep	9
bolad	eken	9
bolady	eken	10
qaraimyn	dep	10
össın	denı	2
kūtty	bolsyn	8
bermedı	dep	1
ädısı	arqyly	3
sabyr	bersın	3
sabyrly	bol	7
sabyrly	bolu	5
damuy	men	7
damuy	üşın	6
tiıstı	sözderdı	6
jattyğudy	oryndaimyz	5
jattyğudy	oryndap	8
aiqailap	jatyr	8
ülken	azamat	1
ülkenı	men	10
montaj	jasap	3
estelık	suret	1
estelık	bolyp	7
qūdaşa	qyz	5
oinau	kerek	2
oinauğa	bolmaidy	2
oinauğa	bolady	4
abai	qūnanbaev	7
tanysu	kerek	9
tanysu	üşın	4
duhi	alyp	5
ūstai	almai	4
ūstai	almadym	4
sözderdıñ	qaisysy	6
sözderdıñ	mağynasyn	7
ızde	ızde	7
ızdeu	kerek	1
sılteme	boiynşa	1
sılteme	jasau	9
sılteme	arqyly	5
jazudy	ūmytyp	8
miy	bar	2
miy	joq	7
miy	aşyp	7
miym	aşyp	6
miymdy	jep	3
miymdy	aşytyp	4
jazbasam	jazbaisyñ	5
basyñdy	jaram	3
januarlar	jäne	5
januarlar	men	7
ketuge	bolady	5
azamat	bolsyn	3
azamat	bolyp	6
azamattyq	qoğam	8
jıberuge	bolmaidy	6
jıberuge	bolady	9
bölme	temperaturasynda	4
mari	mari	4
törtınşı	künı	1
törtınşı	qaraşa	6
türıne	jatady	4
türıne	qarap	6
oquşynyñ	sözdık	7
ışeiın	dep	5
konsert	bolyp	1
qalsyn	dep	4
aziia	men	4
aziia	park	4
kestenı	toltyr	5
kezdesu	kerek	8
kıtaptar	men	2
kıtaptar	bar	8
kıtaptar	satylady	8
körıñızşı	tez	4
jatsyz	dar	2
aşy	şyndyq	9
aşylğan	joq	4
qyzyñ	bar	5
qyzyñ	barma	7
qyzyñyz	bar	10
qyzyñyz	barma	3
ary	berı	9
ary	ketse	5
balamdy	alyp	8
oida	bar	1
oida	joq	6
oida	joqta	9
kettıñ	ğoi	6
kettıñız	ğoi	4
dai	allah	3
dai	bog	7
daiyndau	kerek	7
daiyndau	üşın	6
audio	men	5
ortalyğy	ğimaraty	9
būzyq	qyz	5
būzyq	bolyp	4
jalğasy	bar	6
eskertu	kerek	3
deu	kerek	4
deuge	bolady	2
täuelsız	el	3
täuelsız	qazaqstan	9
täuelsız	qazaqstannyñ	8
jıberıñderşı	ötınış	9
balalary	bar	1
tiedı	dep	4
tiedı	eken	4
oqytyp	jatyr	8
aluy	kerek	4
aluy	mümkın	5
aluym	kerek	4
askar	marta	1
qarau	kerek	1
qarauğa	uaqyt	2
qarauğa	bolady	5
jetkızu	kerek	6
jetkızu	üşın	9
qaryn	aşty	9
qaryn	aşyp	7
külkım	kelıp	4
külkım	kep	7
betıñnen	süidım	7
qolynda	ğoi	1
paida	bolğan	1
paida	bolady	10
paida	boldy	9
paidalanu	kerek	10
paidalanu	jäne	8
paidalanu	üşın	9
paidalanu	arqyly	8
almas	ağa	9
şai	ışıp	8
şaiğa	kel	4
şaiğa	şaqyryp	5
qūramy	men	4
keşırıñız	keşırıñız	2
keşırıñız	keşıgıp	10
keşırıñızşı	keşırıñızşı	8
ekeu	bolsyn	3
ekeuı	bır	7
ekeuı	de	10
ekeuın	bırge	6
ekeuın	de	9
ekeuınde	de	8
şart	dep	1
tūramyz	ğoi	2
taraz	da	3
taraz	özıñ	6
taraz	şahardan	8
korei	tılı	9
korei	tılın	7
koreiskii	serial	4
qoldanyp	jürgen	1
tuys	bauyrlar	3
körsetem	dep	2
aitpağan	özıñ	4
kartinki	dlia	3
türıñ	bar	1
türıñ	qūrsyn	5
kaspide	aqşa	7
jatqanyn	özı	3
jetu	kerek	3
jetu	üşın	7
ömırım	menıñ	4
aqyl	aityp	1
aqyly	bar	8
basqalar	qaida	4
basqalar	siiaqty	8
basqalarğa	da	6
basqalarğa	qasietterı	7
qabyldau	kerek	7
özındık	jūmys	4
aitpadyñ	ğoi	4
barmaisyñ	dep	3
tüsıru	kerek	1
tüsıru	üşın	2
quyrdaq	jep	9
oiynşyq	emes	4
jūmysym	bar	2
jūmysym	joq	4
qalam	dep	7
qalam	ğoi	6
qalama	dep	7
jönı	kım	2
jönın	jazyp	6
bolğannan	keiın	1
kelmeitın	siiaqty	2
kelmeitın	boldy	5
qasyma	kelıp	8
ünsız	qaldyñ	5
tanysa	otyraiyq	2
jıbergem	ğoi	3
jataiyn	dep	1
maqtap	jatyr	1
kvadrat	teñdeu	2
bermeimın	dep	8
toilap	jatyr	3
toilap	jatsyñdar	6
qyzyğy	men	5
qyzyğyn	körıp	3
qyzyğyna	bölenıp	9
qyzyğyna	toimai	9
törlet	janym	2
äpşe	qalaisyz	1
kımdı	jaqsy	5
kımdıkı	dūrys	6
videosy	bar	9
videosyn	jıberşı	3
bergım	kelmeidı	3
bergım	keledı	7
aldynğy	jyly	7
öleñı	bar	5
atymnan	qūttyqtap	3
satu	kerek	2
ışu	kerek	2
ışuge	bolmaidy	1
ışuge	bolady	6
azaitu	üşın	5
qozğalys	jäne	6
mazmūny	men	4
mazmūny	boiynşa	6
būrynğydai	emes	4
sekund	saiyn	1
bıluge	bolady	1
bıluge	bolama	4
jūmsaq	jūmsaq	7
qatesız	jaz	2
qatesız	jazuğa	4
jastağy	bala	8
oiynğa	qosu	9
oiynğa	kırıp	6
ūnamasa	şyğyp	3
baiandy	ömır	1
baiandy	ğūmyr	9
baiandy	bolsyn	7
taqyrypqa	bailanysty	7
taqyrypqa	sai	4
şaq	tıleimın	9
şaq	tıleimız	3
şaqyr	dep	8
şaqyr	şaqyr	6
şaqyram	dep	3
ūlt	ökılderı	3
ūlt	tağdyry	8
ūlt	azattyq	7
mers	magila	7
qyzyğyp	kettım	4
basyma	bäle	3
kezdese	alamyz	5
kezdese	almai	8
kezdese	almaimyz	8
kezdeseiık	dep	6
bölım	sany	1
mamañ	qalai	5
mamañnyñ	tuğan	8
dämı	küştı	3
küz	keldı	9
babnik	dep	1
babnik	qaqpas	8
oiatyp	jıberdı	3
söilem	qūrap	5
söilem	qūrau	9
bılmeisıñ	ğoi	9
qadam	basyp	1
qadam	basasyz	8
tūlğa	bolyp	6
tūlğa	retınde	6
köpten	berı	4
köpten	köp	5
köpten	kütken	9
köteru	kerek	7
köteru	üşın	3
tırkelu	kerek	6
tırkelu	üşın	5
tırkelu	tegın	7
qalanyñ	ışınde	8
üiıñde	kım	3
ekıde	bır	1
jüzıñızden	külkı	1
kamaz	kamaz	1
jürseñ	de	1
qarañğy	bolyp	3
estılıp	tūr	4
qasietı	bar	3
vau	küştı	3
bağanadan	berı	3
benzin	qūiyp	1
arzymaidy	janym	1
avtor	beinesı	1
avtory	kım	5
aitsañyz	boldy	2
zañ	boiynşa	2
zañdy	türde	7
zañdy	tırkelgen	9
bılgım	keldı	5
bılgım	kep	8
bılgım	keledı	8
kredit	alyp	7
kredit	töleu	10
jylağym	kelıp	10
jylağym	kep	6
auyrğan	kezde	6
auyrğan	joq	9
qalamyz	ğoi	6
qalmady	ğoi	4
jazbaimyn	öleñdı	1
auystyru	kerek	1
nömırge	jazğyñyz	1
qaitalau	sabağy	1
jartylai	köşpelı	4
aj	aj	2
şyndyqty	aityp	5
keluge	bolady	3
keluge	tyrys	3
balasy	bar	6
jarnama	jasap	6
atanyñ	üiıne	4
batyp	sudai	4
adamy	bar	4
synypta	oqidy	2
röl	atqarady	7
rölı	rölı	3
bırlık	künı	7
sapaly	bılım	4
bolsyñ	ömır	6
ūiyqtaimyn	dep	6
kömektese	alasyñ	1
kömektese	alasyz	8
ainur	apai	6
bölşek	türınde	6
bilık	üşın	1
vyhod	joq	9
ūiymdastyru	kerek	1
ūiymdastyru	jäne	7
kunıñ	qūtty	7
bahyt	bahyt	2
älemnıñ	bar	3
älemnıñ	etnikalyq	5
almadyñ	ğoi	9
erekşelıgı	bar	2
taqyrybyn	jazyp	1
oilaidy	eken	1
funksiia	jäne	4
kiız	üi	1
kiız	üidıñ	5
asyl	bolsyn	8
asyl	analar	10
tüsınbegen	sūraqtaryñ	9
qanşalyqty	jaqsy	8
eşkımde	joq	5
jüru	kerek	2
jüruge	bolmaidy	3
jüruge	jelaniia	5
qatelesıp	ketıppın	6
apam	men	3
apam	bar	9
ettıñ	aqşasy	9
ettıñ	aqşasyn	8
sapasy	jaqsy	3
sapasy	öte	6
ösımdık	jäne	9
iıs	şyğyp	3
iısı	şyğyp	4
jürek	jürek	4
qonys	qūtty	8
qonys	audardy	5
abu	bandit	9
tamağy	auyryp	2
tamağym	auyryp	2
mağyna	beredı	2
mağynasy	bar	1
mağynasy	qandai	5
qoisañ	bolady	7
tamağyn	berıp	2
tamağyn	ışıp	4
körınbeidı	ğoi	6
marafon	telegram	2
jūmystary	bar	1
siiaqtysyñ	ğoi	4
barlyqtaryñyzğa	sättılık	1
student	kezde	8
boidaq	bolyp	2
narodnyi	bank	5
emdelıp	al	1
emdelıp	jatyrmyn	6
vozle	doma	5
dene	şynyqtyru	1
oilau	kerek	5
sapar	men	4
joğaryda	körsetılgen	1
joğaryda	atalğan	9
joğaryda	aitylğan	8
qoiasyñ	ğoi	8
ädısterı	men	2
tüsem	dep	3
adamym	bar	1
qolyñ	bos	3
qolyñnan	bärı	6
qolyñnan	kelse	9
qolyñnan	keledı	8
qasynda	kım	5
ışeiık	dep	9
kosmetika	kiımder	1
kosmetika	üige	4
kündık	tabys	4
poliklinika	da	2
zerthanalyq	jūmys	1
üilengen	soñ	3
syz	dep	2
syzyqtyq	funksiia	4
tısı	auyryp	4
tısım	auyryp	3
dieta	ūstap	1
közıme	jas	2
közıme	şöp	4
kelesıñder	ğoi	7
atyna	tırkelgen	4
atyna	sai	7
atyna	zaty	8
atalğan	oquşylar	6
qyzmetın	atqarady	3
kestesı	boiynşa	6
kestesı	bar	5
eseptıñ	jauaby	6
jurıp	jatyr	8
kırşı	kırşı	1
menşık	merekeñ	1
tırkele	almai	6
tırkele	ketşı	4
kelgenın	aityp	6
kıruge	bolmaidy	1
kıruge	bolady	8
ğūmyr	bersın	6
