token1	token2	token3	weight
zdravstvuite	zdravstvuite	zdravstvuite	1
jıberşı	ötınış	ötınış	3
jıberşı	jıberşı	jıberşı	1
auyryp	jatyr	dep	6
äumin	aitqanyñ	kelsın	1
aleikum	assalam	şükır	4
alo	alo	alo	1
aloo	aloo	aloo	1
aumin	aitqanyñ	kelsın	1
oqasy	joq	oqasy	2
künıñmen	qūttyqtaimyn	baqytty	5
kütıp	otyrmyn	ğoi	2
keşırşı	keşırşı	keşırşı	1
jatyp	jaily	tūr	3
arujan	arujan	arujan	1
mektepke	kırıp	tapsyrmalardy	5
qūttyqtaimyn	baqytty	bol	3
aitşy	aitşy	aitşy	1
skrin	jasap	jıberesıñ	3
skrin	etıp	jıber	2
ämin	ämin	ämin	2
sağyndym	senı	janym	3
sağyndym	janym	menıñ	1
sağyndym	sağyndym	sağyndym	1
ötıp	kettı	ğoi	1
madina	madina	madina	1
oibai	oibai	oibai	1
kımmen	söilesıp	jatsyñ	3
assalaumaleikum	qalaisyñ	bauyrym	5
jaqsymyn	özıñ	qalaisyñ	1
külıp	oinap	jüre	1
qaityp	bara	jatyrmyn	2
maqūl	maqūl	maqūl	1
öşıp	qaldy	ğoi	1
karantin	bıtsın	qarğa	2
osydan	keiın	qalai	1
sağanda	qaiyrly	tün	2
nūrsūltan	äbışūly	nazarbaev	2
qorqyp	kettım	ğoi	1
amansyñdarma	baldar	qalai	3
süiemın	senı	janym	3
süiemın	süiemın	süiemın	1
assaliamu	aleikum	qalaisyñ	5
tılınen	üi	tapsyrmasyn	3
artynan	ere	bersın	1
tfai	köz	timesın	1
tfai	tfai	köz	5
amina	amina	amina	1
esıme	tüsıp	kettı	2
sūraiyn	dep	edım	2
meruert	meruert	meruert	1
fotoğa	tüsırıp	jıberşı	4
botaqanym	menıñ	jüregım	1
botaqanym	botaqanym	botaqanym	1
ketpesın	baqytty	bol	6
ketpesın	baqytty	bolyñyz	6
ramazan	mübäräk	bolsyn	1
tırkelıp	laik	basyp	5
asalaumağaleikum	bauyrym	qalaisyñ	1
qatysamyn	qatysamyn	qatysamyn	1
aizere	aizere	aizere	1
tezırek	jazylyp	ket	5
tezırek	jazylyp	ketsın	5
şoşyp	kettım	ğoi	1
zarina	zarina	zarina	1
alou	alou	alou	1
allo	allo	allo	1
süiıp	süiıp	süiıp	1
otyrady	informasiia	tyñdap	1
ötınem	ötınem	ötınem	1
mübäräk	bolsyn	tılegen	5
bts	bts	bts	1
añsağan	armanyña	jet	6
añsağan	armanyña	jete	6
alhamdulillah	jaqsy	şükır	3
alhamdulillah	şükır	jaqsy	2
aqnūr	aqnūr	aqnūr	1
belyi	belyi	belyi	1
amanbyz	özderıñ	qalaisyñdar	1
mainkraft	mainkraft	mainkraft	1
soğym	şüigın	bolsyn	1
soğym	süikımdı	bolsyn	1
armanyña	jet	ata	5
armanyña	jete	ber	3
armanyña	jetuıñe	tılektespın	2
oinaimyz	kım	bar	1
ömırdegı	bar	jaqsylyqty	1
ömırdegı	barlyq	jaqsylyqtardy	2
tılektespın	ata	anañnyñ	1
bmv	bmv	bmv	1
piar	piar	piar	1
milaia	milaia	milaia	1
saulyq	otbasyña	amandyq	1
renjıdım	renjıdım	renjıdım	1
süiıktı	äielımın	men	1
sızgede	qabyl	bolsyn	1
sızgede	qaiyrly	tün	2
anañnyñ	ümıtın	aqta	4
anañnyñ	ümıtın	aqtap	6
anañnyñ	maqtanyşy	bol	5
anañnyñ	maqtanyşy	bolyp	4
habarsyz	kettıñ	ğoi	1
ağanyñ	tuğan	künı	1
jüregımnıñ	ışındegı	jüregım	1
ömırdıñ	bar	jaqsylyğyn	1
älemdegı	bar	jaqsylyqty	1
älemdegı	barlyq	jaqsylyqty	1
şyğarmaşylyq	tabys	tıleimın	1
sensız	ömır	süre	2
halyqaralyq	äielder	künımen	4
keleiın	dep	jatyr	2
joğalyp	kettıñ	ğoi	1
zagruzka	bolyp	jatyr	3
mäñgılık	mäñgılık	mäñgılık	1
statusqa	kerek	dep	1
razylyğy	üşın	jaqsy	5
enlik	enlik	enlik	1
gülsezım	gülsezım	gülsezım	1
ötınemın	jäne	ötınemın	1
ötınemın	ötınemın	ötınemın	1
jemısın	köre	ber	4
aqtan	jas	aqtan	1
jūldyzym	jūldyzym	jūldyzym	1
otbasyña	amandyq	baqyt	5
otbasyña	amandyq	tıleimın	4
aqmarjan	aqmarjan	aqmarjan	1
jaqsylyğyn	näsıp	etsın	1
maubas	maubas	maubas	1
erhan	erhan	erhan	1
aqtap	jüre	ber	1
aqtap	biık	belesterden	1
spam	spam	spam	1
otbasyñyzğa	amandyq	tıleimın	2
özıñede	qūtty	bolsyn	1
skrinmen	jıberudı	ūmytpa	1
täñırdıñ	özı	syilağan	2
baqbergen	baqbergen	baqbergen	1
armandaryña	jete	ber	1
janymnan	artyq	jaqsy	1
önerdıñ	ordasy	bolyp	1
salauatty	ömır	saltyn	3
zänım	zänım	zänım	1
asima	asima	asima	1
tünıñız	tynyş	bolsyn	1
denıñızge	saulyq	otbasyñyzğa	3
güldei	jainap	jüre	2
güldei	qūlpyryp	jüre	1
balapannyñ	tuğan	künı	1
gotovo	gotovo	gotovo	1
amangül	bolady	qosymşa	1
süidım	qaiyrly	tün	1
